"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Grant Shapps: (25:06);As more people become mobile again, we’ll also be building a network of rapid charging stations for electric cars, including a big expansion of rapid charging facilities, motorway service stations, helping the country to lock in the dramatic air quality improvements we’ve experienced during the coronavirus lockdown. Amid all the sad news and the tragedy of loved ones we’ve lost, we somehow managed to do things in weeks that would normally take years: building new hospitals, moving public services online, making instant reforms and fast-track new laws. Extraordinary changes in the way that employers and employees work, effectively taking swaths of the economy online almost overnight."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Grant Shapps: (25:55);Now, we want to ensure that we can maintain this momentum. If building a new hospital takes just two weeks, why should building a new road still take as long as 20 years? If GP surgeries can move online, why are most rail passengers still traveling on cardboard tickets? We must exploit our newfound capacity to respond at pace and apply it to rapidly improving our infrastructure."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Grant Shapps: (26:24);And we must examine why it is that bureaucratic bindweed makes British infrastructure some of the costliest and slowest in Europe to build? Because whilst many will continue to work from home after this crisis, both the long-term transport trend, and the pressing need the communities to level up across the country to take that infrastructure, will be even more important in stimulating our recovery and securing supporting new jobs."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Grant Shapps: (26:54);By combining fast home internet access with vastly upgraded transport connections, we can help revive many of our small– and medium-sized towns, which over the decades have been left behind."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Grant Shapps: (27:09);This has been a devastating start to the year. Not just for Britain, but for the world. And we are only at phase one of that recovery plan. But we all know that it is our reaction to adversity that will ultimately define how we recover."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Grant Shapps: (27:27);We must harness our approach to tackling the pandemic and apply it to rebuilding our own infrastructure with the same swift action, innovation, and collective determination that has characterized us over the past few weeks. And in doing so, we can emerge stronger."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Grant Shapps: (27:45);I’d like to turn now to Jonathan Van-Tam for the base figures."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Jonathan Van-Tam: (27:50);Thank you, Secretary of State."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Jonathan Van-Tam: (27:53);Good afternoon to you all. I’m going to go through today’s slides, beginning with some new data. These are social distancing data. They’ve been collected by the Office for National Statistics, and they represent the period from the 24th of April to the 3rd of May this year."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Jonathan Van-Tam: (28:15);What they show to you quite clearly is that 80% of adults in Great Britain only left their homes for the permitted reasons, if at all. 91% of adults avoided contact with vulnerable people. And compared with 12% last year, 44% of employed adults worked from home in that period."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Jonathan Van-Tam: (28:40);You can see that there have been very dramatic and very important changes that the British people have made, that have contributed to where we are now in terms of being able to begin easing the social distancing restrictions that we’ve been under for so many weeks."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Jonathan Van-Tam: (28:59);Next slide, please."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Jonathan Van-Tam: (29:03);Now, this slide shows you in a bit more detail testing and new cases across the UK from the period 6th of April on the left of the graphs, through to the 14th of May on the right."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Jonathan Van-Tam: (29:17);The top array in pink is testing. Please bear in mind that some people, a very small proportion, will have been tested more than once. But nevertheless, on the 14th of May, 126, 000 tests were performed. This is a new record. It goes on the back of 2.2 million tests delivered in total."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Jonathan Van-Tam: (29:48);In terms of confirmed cases: On the 14th of May, there were 3,446 confirmed cases against a total of 233, 151. If you look carefully at the bottom graph, the green graph, you can now see a gradual downward trend in the number of confirmed cases."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Jonathan Van-Tam: (30:14);Next slide, please."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Jonathan Van-Tam: (30:17);These are new data. Again, recently published by the Office for National Statistics, based upon a survey of households that will eventually get to a total size of 10,000 households surveyed. What it shows you are data from the 27th of April through to the 10th of May. These are estimates based upon the sample, but these are estimates for all of England."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Jonathan Van-Tam: (30:46);The estimate is that in that time period, 148,000 people were infected with COVID-19. That is 0.27% of the English population, which is just under three people infected in every 1,000. That is really now quite a low level of infection in the community that is being picked up through this survey."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Jonathan Van-Tam: (31:17);This survey will be repeated regularly over time. It’s going to be able to show us regional trends and regional data, and the data will feed into the Joint Biosecurity Center to help us keep a very close eye on COVID-19 as we move forwards."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Jonathan Van-Tam: (31:36);Next slide, please."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Jonathan Van-Tam: (31:39);I’m turning now to the data from hospitals. The upper curve shows new daily admissions from the 24th of March through to the 12th of May. The bottom curve shows the percentage of critical care beds occupied by COVID- 19 patients. There are four traces they’re covering the five traces … I beg your pardon, covering four traces covering the four nations of the UK."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Jonathan Van-Tam: (32:14);What you can see on both of those slides are now long, steady declines in admissions and the proportion of critical care beds occupied by COVID-19 patients. This is clearly extremely good news, and shows that the pressure on hospitals is now beginning to ease."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Jonathan Van-Tam: (32:37);Over the page, please. Thank you."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Jonathan Van-Tam: (32:40);This further data shows the total number of people in hospital with COVID-19 across the UK. The general pattern across the UK, you can see now, is clearly downwards. There’s been a 14% drop in the total number of people in hospital since last week. Again, this is moving in the right direction."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Jonathan Van-Tam: (33:04);Next slide, please."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Jonathan Van-Tam: (33:08);This slide sadly shows deaths due to COVID-19, confirmed with a positive test right across the UK, beginning at the 14th of March on the left of the slide, and moving to the 14th of May. There have been 428 deaths with a confirmed test reported on the 14th of May."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Jonathan Van-Tam: (33:32);But as importantly now, if you look at the slide itself and look at the yellow curve, picking out the seven-day rolling average, this decline is now continuing. And it is sustained, which again is a very positive sign indeed. Thank you, sir."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Grant Shapps: (33:52);Thank you very much, Jonathan. We turn now to questions first from the members of the public. Helen from Cheshire."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Helen: (34:00);My son is due to start the final year of his engineering degree at Durham in October, which cannot be done purely online. He has to start paying rent on his student house in July, and take out the student loan of £9,250 in August. If lectures move online, he will be thousands of pounds worse off, and will also miss out on the student experience."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Helen: (34:23);There was no mention of students or universities in the government’s plan to rebuild on Monday. What is the government’s plan for students and universities this autumn? Thank you."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Grant Shapps: (34:34);Well Helen, thank you very much. We certainly share an interest. I also have a son at university, wondering about exactly the same issues. That, of course, comes down to what happens with the pace from the charts that the professor was just showing us of the decline in this disease. Of course, it will be the case that if we can get those numbers down, then different parts of the economy will start to be able to reopen."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Grant Shapps: (34:59);I think it’s too early to say, but the education secretary will be returning to the subject, and will be providing us all with further guidance. Like you, Helen, I’m very interested to hear it when it comes."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Grant Shapps: (35:14);There is something we can all do in the meantime, which is when we say “Stay alert,” ensure that we do have that social distancing in place, particularly as some of the tentative first baby steps in unlock start to happen."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Grant Shapps: (35:28);I think it is a wait and see, but we’re absolutely aware of the concerns. And we want to make sure that we beat this virus in a way that can allow parts of society, including education, higher and further education, to get going again."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Grant Shapps: (35:42);Can I turn to a nanny from Farmbrook? This is going to be a written question. “Millions of people have had their operations and other hospital procedures postponed indefinitely. Can the government say when elective surgery and other delayed treatments will recommence?”"
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Grant Shapps: (35:57);Well, yes, Nanny, it’s definitely the case that we want the NHS, which as Jonathan was just demonstrating, has capacity increasingly coming back into it, because the number of people in hospital for COVID has been coming down, to be able to take up routine operations, many of which haven’t stopped. But some of which I know that the health secretary has referred to specifically. He’ll be saying more about that soon."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Grant Shapps: (36:24);I don’t know, Jonathan, is there anything that you wanted to add from a medical point of view?"
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Jonathan Van-Tam: (36:28);Only really to say that we absolutely understand that the National Health Service is not a COVID treatment service. It has had to focus on that in the last few months, but we’re very conscious. Everybody in Health is conscious of the fact that as soon as is physically and humanly possible, services must be restored to normal. But that takes time, and it has to be done at a paced, measured, safe way."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Grant Shapps: (36:56);[inaudible 00:36:56] it is worth noting that at no time has the NHS become overwhelmed. We’ve got the Nightingale hospitals, we’ve managed to increase the capacity, and the NHS has done a phenomenal job of that."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Grant Shapps: (37:09);As Jonathan rightly says, we want to make sure that it is there for everything. We also encourage people to continue contacting their GP or dialing 111 to make sure that they’re getting the support that they require from the NHS."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Grant Shapps: (37:23);Can we turn now to questions from the media? Alison Holt at the BBC."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Alison Holt: (37:28);Secretary of State, there’s growing anger amongst people within the care sector about what they see as the ongoing slowness of the government’s response to their needs, their problems."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Alison Holt: (37:40);They are still waiting for instance, for details of the infection control plan that was announced yesterday, it’s two months into the pandemic. What would you say to reassure them that this is going to change?"
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Alison Holt: (37:52);Also a question from my sports colleagues for Professor Van-Tam. You’ve been involved in talks with Premier League players. How likely is it to be safe enough to return to …"
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Allison: (38:03);How likely is it to be safe enough to return to competitive football by June the 12th?"
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Grant Shapps: (38:08);Allison, thank you very much, indeed. Look, with care homes they are actually specialists in infection control. That’s something that care homes, I understand, often routinely are the frontline of handling, often more so than hospitals, and many of them, well, all of them, will be knowing exactly what to do."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Grant Shapps: (38:28);And Testament to that is that in the majority, the vast majority, of care homes, COVID-19 hasn’t been reported at all. However, it certainly is the case, and we’ve seen these figures from the WHO, who say that in Europe, as a whole, over 50% of deaths have taken place in care homes, not so in English care homes, the figures being about 25% overall, but it is absolutely essential that they are provided with every provision."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Grant Shapps: (38:59);I just want to give you an example of that. Care homes often privately owned, are actually always buying their own PPE. That’s how it’s always worked. The government stepped in very quickly to, although as you know, well covered, massive global shortage, help to provide PPE to care home with millions of pieces delivered."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Grant Shapps: (39:20);So there’s been a big national effort to assist them, and I know that the Health Secretary will be saying more about that soon. But I don’t want to underestimate the extraordinary work that’s gone in to care homes to make sure that most of them have indeed remained COVID free in the meantime as well. I’ll go to Jonathan now, if you’d like to comment on football."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Jonathan Van-Tam: (39:45);Yes, on football. As you now, the overall approach with easing social distancing has been one that has been tentative, measured, slow, and stepwise. And that is exactly the plan that is underway for all of the elite sport, not just football. That there will be small, carefully measured stepwise approaches to seeing what can be achieved safely."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Jonathan Van-Tam: (40:16);The first of those is really to return to safe training, still observing social distancing. And measures are taking place, plans are taking place, at quite some depth to be ready to do that. And that will be a stepwise thing. We will have to see how that goes before it is time to move on, or even think about moving on, to the return of competitive football matches, as you have outlined in your question. So I think we have to be slow. We have to be measured."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Grant Shapps: (40:56);Allison, I’m just going to give you the opportunity to come back on either those."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Allison: (40:59);Yes, if I could, one more question on care homes and the care sector. In Scotland, care home residents that have tested COVID positive will now have to have two negative tests before they can return to that care home. Is that something that’s going to be introduced in England?"
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Grant Shapps: (41:16);It’s probably more a question for the medical experts and Public Health England than me., I did just want to mention in regard to testing though, that it’s important to know that everybody in a care home, that doesn’t matter whether that is a care home worker or resident, and doesn’t matter whether they are symptomatic or asymptomatic, can now be tested. And there are different routes to testing. One of which is there are now 116, is the latest figure, 116 mobile testing units, which can actually physically as required, or if required, go to a care home as well, which is helpful to know. But I think on the detail what the medical advice would be, again, I’ll turn to the professor."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Jonathan Van-Tam: (41:58);Yeah. So I’ll just say there’s an absolutely enormous effort now to increase the amount of daily tests performed in care homes. And testing is part of the discharge process before patients are discharged from NHS facilities to care homes."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Grant Shapps: (42:17);Jonathan, thank you very much, indeed. I’ll turn now to Tom Clark at ITV. Tom."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Tom Clark: (42:22);Thank you, Secretary of State. My question relates to antibody tests that have been in the headlines today. The Prime Minister described antibody tests as game changing. is that still the government’s position? And if so, when can we expect to see the game changing potential actually deployed in this epidemic? And how are you going to prioritize those? Will they go straight to care homes or frontline healthcare and care workers first?"
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Grant Shapps: (42:48);Thanks Tom. Look, I think, first of all, I’ll hand over to Jonathan for the medical side of this, but I think it’s very exciting that there’s a very reliable, possibly even a 100% reliable, antibody test. That’s the test, of course, that shows whether or not you’ve actually had coronavirus in the past rather than currently, and have therefore developed the antibodies. It’s very good news, particularly if it transpires that this makes you immune, at least for a period, from getting coronavirus again. And I think therein is the question mark within your question. I’ll come back to you after this, but I’m going to ask Professor Jonathan Van-Tam just to address that point."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Jonathan Van-Tam: (43:30);So thank you for the question. You’re absolutely right. We have been waiting for a really good antibody test to be ready. There are now at least two available. One of those has received its CE mark on the 28th of April, the Rosch Test. It has been validated by Public Health England on the 7th of May. And I anticipate that it will be rapidly rolled out in the days and weeks to come, as soon as it is practical to do so."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Jonathan Van-Tam: (44:02);I also anticipate that the focus will be on the National Health Service and on carers in the first instance. And it has taken time. What we required was a test that was highly specific. And to explain to people what that means, it means that the chances of a false positive are extremely low with this test. And I’m sure you can understand that if we had used a test where it was possible of giving a false positive result and therefore saying to people, you have antibodies to COVID-19 when in fact you don’t, that would have been very undesirable indeed."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Jonathan Van-Tam: (44:46);So absolutely this is a good test that will stand us in good stead moving forwards, and I think it will be incredibly important as the days, weeks and months go by. Now, there are some science pieces that need to go along with that, and please remember that this is a virus that emerged in December. So the totality of human learning on this virus has been in the last five months. That’s not long to get to know all the ins and outs of a virus. And one of the things that we’ve needed to know is after infection and recovery, whether there is an antibody response. And it’s clear that in most cases there is, but you can’t just apply this test. You have to wait at least 14 days, preferably 28 days, after the infection in order to be sure to pick up the antibodies if they are there."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Jonathan Van-Tam: (45:50);The next thing to say is, it’s going to take us time to understand whether the antibodies in all cases protect against infection and you can’t speed up the answer to that. You have to carefully study people who have recovered, people who you know have got antibodies, and follow them, and track them, and see if they become reinfected. And over time, hopefully, you get the answer that they’re not, but that is data that has to be gathered over time."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Jonathan Van-Tam: (46:23);And then finally, if you understand that antibodies do protect you against re-infection from this disease, the final science question is how long into the future do the antibodies last for? It is not automatic that by any means that these are going to be lifelong. We just don’t know. We’ll have to take people with antibodies and measure them over time to understand how long the antibodies stay in the body. And that is something that I’m afraid scientists all around the world have to be patient about and have to wait for the answers."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Jonathan Van-Tam: (47:04);Now, those answers may come from other parts of the world. They may come from the UK, where there’s enormous efforts being put into what we call long term serology surveys to understand all of this. But it isn’t something that you can compress through time in a science sense, no matter how hard you try, we just have to learn as we go along. But the good news is we do now have antibody tests that we absolutely can rely on."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Grant Shapps: (47:34);Thank you very much, Jonathan. So, Tom, I think to answer your question, if all of those things end up being, yes, and it actually provides that immunity, then for sure it would be game changing because it would enable us to do things in terms of releasing lockdowns That wouldn’t be possible otherwise."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Grant Shapps: (47:50);I think your second part of your question was about quantity. I don’t know the exact answer to that. Hundreds of thousands, if not millions will be the answer, I’m sure, but it’s a very positive development and we’re delighted that it’s happened. Did you want to come back at all, Tom?"
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Tom Clark: (48:06);May I be committed to just one follow up? Yes. Just as I understand it, there are other tests, and Professor Van-Tam just eluded to that, not just Roche. I believe Abbott Laboratories have an effective antibody test as well. I’m getting the impression the government is doing a deal with Rosch. Are we having an exclusive relationship here, or are we going to try and spread our bets, given the uncertainties that still remain in terms of this [inaudible 00:48:30]?"
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-may-14","Tom Clark: (48:30);And secondly, have these tests been validated against people with very low levels antibodies, these asymptomatic cases, because that’s the game changing element, is how many people out there have actually had COVID-19 and we won’t know that. We can’t spot people with asymptomatic [crosstalk 00:10:47]."
